transaction_id,customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,age_group,frequency_score,revenue_segment
3482,3482,52,Female,Socks,Clothing,67.0,Ohio,S,Maroon,Summer,3.4,False,Store Pickup,False,False,41,Debit Card,Bi-Weekly,Middle Age,26,Medium
3483,3483,66,Female,Gloves,Accessories,61.0,Hawaii,M,Gold,Winter,3.9,False,Next Day Air,False,False,35,Debit Card,Weekly,Senior,52,Medium
3484,3484,19,Female,Hoodie,Clothing,37.0,Texas,L,White,Winter,3.9,False,Express,False,False,21,Credit Card,Every 3 Months,Young Adult,4,Medium
3485,3485,44,Female,Dress,Clothing,75.0,Illinois,L,Gray,Fall,4.2,False,Free Shipping,False,False,13,Credit Card,Bi-Weekly,Middle Age,26,High
3486,3486,50,Female,Shirt,Clothing,21.0,Massachusetts,XL,Brown,Winter,3.4,False,Standard,False,False,23,Debit Card,Fortnightly,Middle Age,26,Low
3487,3487,51,Female,Shorts,Clothing,89.0,North Carolina,L,Charcoal,Winter,4.9,False,Standard,False,False,6,PayPal,Weekly,Middle Age,52,High
3488,3488,25,Female,Sandals,Footwear,24.0,West Virginia,L,Beige,Fall,2.9,False,Store Pickup,False,False,39,Bank Transfer,Annually,Young Adult,1,Low
3489,3489,62,Female,Sweater,Clothing,27.0,Delaware,XL,Teal,Spring,4.9,False,Store Pickup,False,False,7,Cash,Quarterly,Senior,4,Low
3490,3490,48,Female,Dress,Clothing,26.0,Idaho,L,Black,Summer,4.6,False,2-Day Shipping,False,False,32,PayPal,Every 3 Months,Middle Age,4,Low
3491,3491,62,Female,Boots,Footwear,82.0,Oregon,M,Violet,Spring,3.6,False,Store Pickup,False,False,43,Credit Card,Quarterly,Senior,4,High
3492,3492,22,Female,Pants,Clothing,28.0,Maine,M,Orange,Winter,4.3,False,Express,False,False,15,Cash,Monthly,Young Adult,12,Low
3493,3493,48,Female,Gloves,Accessories,65.0,South Dakota,M,Turquoise,Fall,4.6,False,Standard,False,False,48,Bank Transfer,Annually,Middle Age,1,Medium
3494,3494,48,Female,Pants,Clothing,82.0,New Mexico,XL,Black,Winter,4.7,False,Store Pickup,False,False,35,Credit Card,Weekly,Middle Age,52,High
3495,3495,62,Female,Scarf,Accessories,38.0,Washington,M,Silver,Winter,3.5,False,Free Shipping,False,False,41,PayPal,Quarterly,Senior,4,Medium
3496,3496,24,Female,Shorts,Clothing,33.0,Georgia,XL,Gray,Spring,2.8,False,Free Shipping,False,False,14,Cash,Weekly,Young Adult,52,Medium
3497,3497,39,Female,Shoes,Footwear,38.0,Idaho,M,Pink,Summer,4.0,False,Free Shipping,False,False,22,PayPal,Monthly,Adult,12,Medium
3498,3498,35,Female,Handbag,Accessories,48.0,Colorado,M,Red,Spring,4.3,False,Store Pickup,False,False,16,Venmo,Every 3 Months,Adult,4,Medium
3499,3499,47,Female,Sandals,Footwear,35.0,Kentucky,M,Lavender,Summer,3.8,False,Standard,False,False,2,Bank Transfer,Bi-Weekly,Middle Age,26,Medium
3500,3500,22,Female,Socks,Clothing,29.0,New Jersey,L,Indigo,Fall,3.0,False,Next Day Air,False,False,13,PayPal,Every 3 Months,Young Adult,4,Low
3501,3501,38,Female,Shirt,Clothing,48.0,Oregon,S,Silver,Fall,4.6,False,Next Day Air,False,False,38,Debit Card,Fortnightly,Adult,26,Medium
3502,3502,53,Female,Shoes,Footwear,87.0,Nebraska,M,Silver,Fall,4.8,False,Standard,False,False,43,Bank Transfer,Weekly,Middle Age,52,High
3503,3503,31,Female,Backpack,Accessories,62.0,Massachusetts,M,Green,Fall,4.7,False,Next Day Air,False,False,26,Bank Transfer,Quarterly,Adult,4,Medium
3504,3504,31,Female,Shirt,Clothing,96.0,Nebraska,M,Pink,Spring,3.9,False,Free Shipping,False,False,39,Cash,Weekly,Adult,52,High
3505,3505,65,Female,Handbag,Accessories,41.0,Hawaii,S,Violet,Fall,4.0,False,Next Day Air,False,False,50,Venmo,Monthly,Senior,12,Medium
3506,3506,48,Female,Jewelry,Accessories,42.0,Indiana,L,Red,Winter,3.7,False,2-Day Shipping,False,False,40,Bank Transfer,Every 3 Months,Middle Age,4,Medium
3507,3507,18,Female,Shirt,Clothing,57.0,Illinois,L,Olive,Winter,3.7,False,2-Day Shipping,False,False,12,Cash,Fortnightly,Young Adult,26,Medium
3508,3508,46,Female,Handbag,Accessories,65.0,Colorado,S,Purple,Spring,4.2,False,Store Pickup,False,False,33,Credit Card,Every 3 Months,Middle Age,4,Medium
3509,3509,52,Female,Pants,Clothing,54.0,Pennsylvania,M,Gray,Fall,4.7,False,Standard,False,False,49,Bank Transfer,Weekly,Middle Age,52,Medium
3510,3510,50,Female,T-shirt,Clothing,22.0,Ohio,L,Brown,Winter,4.3,False,Next Day Air,False,False,43,Venmo,Bi-Weekly,Middle Age,26,Low
3511,3511,49,Female,Sneakers,Footwear,96.0,Pennsylvania,S,Orange,Fall,4.9,False,2-Day Shipping,False,False,14,Venmo,Monthly,Middle Age,12,High
3512,3512,69,Female,Jewelry,Accessories,81.0,Mississippi,M,Blue,Summer,3.9,False,2-Day Shipping,False,False,21,Credit Card,Every 3 Months,Senior,4,High
3513,3513,36,Female,Shirt,Clothing,46.0,Kentucky,M,White,Fall,3.4,False,Free Shipping,False,False,31,Debit Card,Quarterly,Adult,4,Medium
3514,3514,30,Female,Blouse,Clothing,74.0,Alaska,XL,Charcoal,Spring,4.2,False,Store Pickup,False,False,29,Credit Card,Fortnightly,Adult,26,High
3515,3515,25,Female,Sneakers,Footwear,50.0,Georgia,XL,Gray,Winter,4.7,False,Express,False,False,32,Cash,Monthly,Young Adult,12,Medium
3516,3516,19,Female,Dress,Clothing,80.0,South Dakota,XL,Charcoal,Winter,4.0,False,Next Day Air,False,False,16,Debit Card,Bi-Weekly,Young Adult,26,High
3517,3517,34,Female,Boots,Footwear,56.0,South Carolina,S,White,Summer,4.0,False,Free Shipping,False,False,38,PayPal,Bi-Weekly,Adult,26,Medium
3518,3518,29,Female,Skirt,Clothing,69.0,Tennessee,M,Orange,Winter,3.1,False,Next Day Air,False,False,34,Debit Card,Every 3 Months,Adult,4,Medium
3519,3519,50,Female,Shirt,Clothing,97.0,Colorado,M,Black,Spring,4.2,False,Standard,False,False,30,PayPal,Quarterly,Middle Age,4,High
3520,3520,31,Female,Shorts,Clothing,66.0,Wisconsin,M,White,Winter,3.7,False,Next Day Air,False,False,14,Bank Transfer,Fortnightly,Adult,26,Medium
3521,3521,41,Female,Hat,Accessories,70.0,Georgia,S,Brown,Spring,3.1,False,Express,False,False,33,Bank Transfer,Monthly,Middle Age,12,High
3522,3522,52,Female,Shoes,Footwear,50.0,Maryland,M,Pink,Winter,3.7,False,Store Pickup,False,False,35,Venmo,Weekly,Middle Age,52,Medium
3523,3523,27,Female,Pants,Clothing,85.0,New Jersey,M,Yellow,Spring,3.2,False,Store Pickup,False,False,13,Cash,Quarterly,Adult,4,High
3524,3524,49,Female,Backpack,Accessories,59.0,Nevada,M,Cyan,Summer,2.8,False,Standard,False,False,30,Cash,Fortnightly,Middle Age,26,Medium
3525,3525,69,Female,Pants,Clothing,74.0,Michigan,L,Silver,Summer,2.9,False,Free Shipping,False,False,30,Credit Card,Monthly,Senior,12,High
3526,3526,45,Female,Sunglasses,Accessories,38.0,Wyoming,L,Olive,Winter,3.5,False,Standard,False,False,47,Bank Transfer,Annually,Middle Age,1,Medium
3527,3527,20,Female,Sweater,Clothing,99.0,Massachusetts,M,Olive,Spring,3.8,False,Express,False,False,1,PayPal,Every 3 Months,Young Adult,4,High
3528,3528,25,Female,Blouse,Clothing,97.0,Washington,S,Charcoal,Spring,4.7,False,Free Shipping,False,False,1,Cash,Weekly,Young Adult,52,High
3529,3529,38,Female,Scarf,Accessories,67.0,Maine,L,Gray,Summer,4.5,False,Free Shipping,False,False,33,PayPal,Annually,Adult,1,Medium
3530,3530,55,Female,T-shirt,Clothing,20.0,Montana,S,Maroon,Winter,3.9,False,Next Day Air,False,False,43,Bank Transfer,Weekly,Middle Age,52,Low
3531,3531,62,Female,Sunglasses,Accessories,45.0,Oklahoma,L,Black,Spring,3.4,False,Express,False,False,37,PayPal,Weekly,Senior,52,Medium
3532,3532,54,Female,Shoes,Footwear,52.0,North Dakota,XL,Violet,Winter,4.6,False,2-Day Shipping,False,False,23,Cash,Quarterly,Middle Age,4,Medium
3533,3533,61,Female,Pants,Clothing,68.0,Connecticut,L,Indigo,Fall,4.6,False,Standard,False,False,12,Credit Card,Annually,Senior,1,Medium
3534,3534,50,Female,Sneakers,Footwear,98.0,Texas,L,Yellow,Fall,4.7,False,Standard,False,False,30,Venmo,Fortnightly,Middle Age,26,High
3535,3535,65,Female,Shoes,Footwear,83.0,Delaware,M,Gray,Fall,3.2,False,Express,False,False,7,Cash,Weekly,Senior,52,High
3536,3536,68,Female,Shorts,Clothing,51.0,Mississippi,M,Red,Summer,5.0,False,Express,False,False,20,Debit Card,Monthly,Senior,12,Medium
3537,3537,55,Female,Handbag,Accessories,21.0,Minnesota,L,Peach,Spring,4.5,False,Express,False,False,10,Venmo,Monthly,Middle Age,12,Low
3538,3538,57,Female,Handbag,Accessories,92.0,Georgia,M,Gray,Spring,3.5,False,Standard,False,False,40,Credit Card,Every 3 Months,Middle Age,4,High
3539,3539,56,Female,Shoes,Footwear,63.0,Iowa,S,White,Spring,4.5,False,Store Pickup,False,False,21,Venmo,Monthly,Middle Age,12,Medium
3540,3540,29,Female,Jewelry,Accessories,56.0,New York,S,Green,Spring,3.2,False,Express,False,False,17,Credit Card,Bi-Weekly,Adult,26,Medium
3541,3541,24,Female,Shorts,Clothing,95.0,Nevada,M,Magenta,Spring,4.6,False,Free Shipping,False,False,5,Bank Transfer,Weekly,Young Adult,52,High
3542,3542,59,Female,Blouse,Clothing,66.0,Virginia,M,Olive,Winter,4.0,False,Next Day Air,False,False,22,PayPal,Annually,Middle Age,1,Medium
3543,3543,62,Female,Coat,Outerwear,28.0,Idaho,S,Olive,Spring,4.2,False,Express,False,False,5,Venmo,Weekly,Senior,52,Low
3544,3544,58,Female,Hat,Accessories,83.0,Colorado,M,Blue,Winter,4.1,False,Standard,False,False,18,PayPal,Every 3 Months,Middle Age,4,High
3545,3545,64,Female,Socks,Clothing,55.0,Wisconsin,XL,Charcoal,Fall,3.6,False,2-Day Shipping,False,False,42,Cash,Every 3 Months,Senior,4,Medium
3546,3546,48,Female,Sandals,Footwear,28.0,Connecticut,M,Yellow,Spring,3.7,False,2-Day Shipping,False,False,22,Debit Card,Annually,Middle Age,1,Low
3547,3547,60,Female,Scarf,Accessories,79.0,Kansas,M,Violet,Summer,3.6,False,Free Shipping,False,False,37,Bank Transfer,Bi-Weekly,Senior,26,High
3548,3548,52,Female,Scarf,Accessories,31.0,Pennsylvania,L,Magenta,Summer,3.8,False,Standard,False,False,23,Credit Card,Annually,Middle Age,1,Medium
3549,3549,63,Female,Blouse,Clothing,37.0,Utah,M,Red,Fall,3.0,False,Standard,False,False,47,Debit Card,Fortnightly,Senior,26,Medium
3550,3550,44,Female,T-shirt,Clothing,34.0,Oregon,M,Cyan,Summer,3.4,False,2-Day Shipping,False,False,11,Bank Transfer,Fortnightly,Middle Age,26,Medium
3551,3551,63,Female,Shoes,Footwear,74.0,West Virginia,S,Orange,Winter,4.8,False,Standard,False,False,32,Cash,Weekly,Senior,52,High
3552,3552,66,Female,Gloves,Accessories,31.0,Montana,L,Black,Spring,2.6,False,Store Pickup,False,False,20,Venmo,Weekly,Senior,52,Medium
3553,3553,22,Female,Sunglasses,Accessories,66.0,Kentucky,M,Blue,Winter,2.9,False,Next Day Air,False,False,3,PayPal,Quarterly,Young Adult,4,Medium
3554,3554,62,Female,Shoes,Footwear,99.0,Minnesota,M,Charcoal,Spring,4.9,False,Free Shipping,False,False,32,Bank Transfer,Weekly,Senior,52,High
3555,3555,39,Female,Dress,Clothing,55.0,Louisiana,M,Indigo,Spring,5.0,False,Free Shipping,False,False,5,Credit Card,Fortnightly,Adult,26,Medium
3556,3556,25,Female,Blouse,Clothing,23.0,Delaware,L,Silver,Spring,4.6,False,Next Day Air,False,False,45,Cash,Quarterly,Young Adult,4,Low
3557,3557,70,Female,Sweater,Clothing,88.0,Arizona,M,Brown,Fall,4.2,False,Express,False,False,43,Cash,Bi-Weekly,Senior,26,High
3558,3558,52,Female,Jacket,Outerwear,26.0,Nevada,M,Peach,Summer,4.9,False,Next Day Air,False,False,1,PayPal,Every 3 Months,Middle Age,4,Low
3559,3559,68,Female,Backpack,Accessories,94.0,Alaska,L,Magenta,Summer,4.8,False,Standard,False,False,9,Venmo,Quarterly,Senior,4,High
3560,3560,18,Female,Shorts,Clothing,25.0,Utah,M,Beige,Fall,3.0,False,Next Day Air,False,False,13,Venmo,Every 3 Months,Young Adult,4,Low
3561,3561,18,Female,Socks,Clothing,96.0,Kansas,XL,Violet,Fall,3.5,False,Express,False,False,5,Credit Card,Annually,Young Adult,1,High
3562,3562,63,Female,Sneakers,Footwear,29.0,North Carolina,L,Black,Spring,3.4,False,Standard,False,False,39,Credit Card,Fortnightly,Senior,26,Low
3563,3563,47,Female,Sneakers,Footwear,36.0,Maryland,M,Cyan,Winter,3.4,False,Free Shipping,False,False,7,Bank Transfer,Weekly,Middle Age,52,Medium
3564,3564,43,Female,Blouse,Clothing,90.0,Maine,M,Green,Summer,4.9,False,Standard,False,False,8,Credit Card,Every 3 Months,Middle Age,4,High
3565,3565,60,Female,Gloves,Accessories,38.0,Illinois,S,Brown,Summer,4.4,False,Free Shipping,False,False,40,Venmo,Annually,Senior,1,Medium
3566,3566,49,Female,Handbag,Accessories,52.0,Pennsylvania,S,Gray,Spring,4.2,False,Store Pickup,False,False,35,PayPal,Monthly,Middle Age,12,Medium
3567,3567,28,Female,Jeans,Clothing,88.0,Alaska,S,Orange,Spring,3.1,False,Next Day Air,False,False,14,Venmo,Monthly,Adult,12,High
3568,3568,32,Female,Scarf,Accessories,56.0,New Mexico,S,Silver,Summer,4.0,False,Next Day Air,False,False,26,Credit Card,Monthly,Adult,12,Medium
3569,3569,29,Female,Sandals,Footwear,71.0,Arkansas,M,Purple,Spring,4.8,False,Next Day Air,False,False,14,PayPal,Quarterly,Adult,4,High
3570,3570,35,Female,Sandals,Footwear,94.0,Alaska,M,Olive,Fall,3.3,False,Express,False,False,9,Bank Transfer,Fortnightly,Adult,26,High
3571,3571,23,Female,Dress,Clothing,97.0,Louisiana,XL,Teal,Winter,4.7,False,Standard,False,False,32,Debit Card,Annually,Young Adult,1,High
3572,3572,70,Female,Skirt,Clothing,27.0,North Dakota,M,White,Summer,3.2,False,Standard,False,False,15,Bank Transfer,Every 3 Months,Senior,4,Low
3573,3573,23,Female,Shorts,Clothing,28.0,Rhode Island,M,Black,Spring,5.0,False,Standard,False,False,25,Credit Card,Monthly,Young Adult,12,Low
3574,3574,43,Female,Jeans,Clothing,67.0,Connecticut,L,Maroon,Fall,4.9,False,Free Shipping,False,False,27,PayPal,Monthly,Middle Age,12,Medium
3575,3575,29,Female,Socks,Clothing,70.0,New York,M,Cyan,Fall,4.9,False,Express,False,False,39,Bank Transfer,Quarterly,Adult,4,High
3576,3576,61,Female,Coat,Outerwear,95.0,Kentucky,M,Violet,Fall,3.7,False,Express,False,False,49,Venmo,Bi-Weekly,Senior,26,High
3577,3577,29,Female,Boots,Footwear,24.0,Maine,L,Yellow,Spring,3.0,False,Express,False,False,12,Venmo,Bi-Weekly,Adult,26,Low
3578,3578,66,Female,Belt,Accessories,35.0,Missouri,S,Yellow,Winter,2.6,False,Standard,False,False,13,Bank Transfer,Weekly,Senior,52,Medium
3579,3579,46,Female,Shoes,Footwear,22.0,Georgia,L,Olive,Winter,2.6,False,Standard,False,False,22,Bank Transfer,Quarterly,Middle Age,4,Low
3580,3580,34,Female,Scarf,Accessories,66.0,Arizona,L,Olive,Fall,4.8,False,Standard,False,False,19,Credit Card,Every 3 Months,Adult,4,Medium
3581,3581,51,Female,Blouse,Clothing,83.0,New Hampshire,M,Magenta,Summer,3.2,False,2-Day Shipping,False,False,3,Cash,Bi-Weekly,Middle Age,26,High
3582,3582,26,Female,Dress,Clothing,95.0,Georgia,M,Orange,Fall,4.9,False,Next Day Air,False,False,50,Credit Card,Weekly,Adult,52,High
3583,3583,23,Female,Shorts,Clothing,41.0,California,S,Beige,Summer,3.4,False,2-Day Shipping,False,False,15,PayPal,Annually,Young Adult,1,Medium
3584,3584,52,Female,Blouse,Clothing,77.0,Arizona,L,Brown,Summer,2.7,False,Store Pickup,False,False,44,Credit Card,Every 3 Months,Middle Age,4,High
3585,3585,39,Female,Sneakers,Footwear,52.0,Florida,L,Indigo,Fall,4.8,False,Express,False,False,48,Debit Card,Monthly,Adult,12,Medium
3586,3586,39,Female,Gloves,Accessories,41.0,New York,XL,Gray,Winter,4.1,False,Standard,False,False,4,Venmo,Bi-Weekly,Adult,26,Medium
3587,3587,33,Female,Hoodie,Clothing,28.0,Idaho,M,Yellow,Winter,4.6,False,Store Pickup,False,False,12,PayPal,Bi-Weekly,Adult,26,Low
3588,3588,33,Female,Sweater,Clothing,90.0,Virginia,S,Violet,Summer,4.4,False,Standard,False,False,33,Debit Card,Annually,Adult,1,High
3589,3589,23,Female,Sunglasses,Accessories,55.0,Michigan,M,Magenta,Spring,3.5,False,2-Day Shipping,False,False,40,Cash,Annually,Young Adult,1,Medium
3590,3590,31,Female,Belt,Accessories,73.0,New Hampshire,M,Blue,Spring,4.8,False,Next Day Air,False,False,38,Cash,Every 3 Months,Adult,4,High
3591,3591,27,Female,Dress,Clothing,87.0,South Dakota,M,Gray,Fall,2.9,False,2-Day Shipping,False,False,19,Venmo,Every 3 Months,Adult,4,High
3592,3592,48,Female,Jacket,Outerwear,89.0,South Dakota,M,Gold,Winter,3.2,False,2-Day Shipping,False,False,38,Bank Transfer,Quarterly,Middle Age,4,High
3593,3593,61,Female,Boots,Footwear,82.0,New Jersey,L,Lavender,Spring,4.4,False,2-Day Shipping,False,False,18,Venmo,Fortnightly,Senior,26,High
3594,3594,63,Female,Sandals,Footwear,80.0,Wyoming,M,Black,Spring,4.6,False,Next Day Air,False,False,24,PayPal,Monthly,Senior,12,High
3595,3595,19,Female,Scarf,Accessories,87.0,Alabama,L,Charcoal,Summer,2.6,False,2-Day Shipping,False,False,29,Venmo,Quarterly,Young Adult,4,High
3596,3596,21,Female,Blouse,Clothing,41.0,South Dakota,M,Violet,Spring,3.1,False,Store Pickup,False,False,14,PayPal,Annually,Young Adult,1,Medium
3597,3597,28,Female,Hoodie,Clothing,83.0,South Carolina,M,Charcoal,Spring,4.3,False,Standard,False,False,44,Cash,Fortnightly,Adult,26,High
3598,3598,29,Female,Sunglasses,Accessories,71.0,New Mexico,M,Maroon,Summer,3.1,False,Standard,False,False,18,Bank Transfer,Quarterly,Adult,4,High
3599,3599,23,Female,Hoodie,Clothing,76.0,Connecticut,XL,Purple,Spring,4.6,False,Store Pickup,False,False,19,Bank Transfer,Bi-Weekly,Young Adult,26,High
3600,3600,37,Female,Scarf,Accessories,34.0,Kansas,S,Peach,Spring,4.6,False,Express,False,False,4,Cash,Weekly,Adult,52,Medium
3601,3601,67,Female,Dress,Clothing,81.0,South Carolina,XL,Olive,Spring,2.7,False,Free Shipping,False,False,25,Cash,Bi-Weekly,Senior,26,High
3602,3602,34,Female,T-shirt,Clothing,47.0,North Carolina,M,Indigo,Summer,3.0,False,Next Day Air,False,False,3,PayPal,Monthly,Adult,12,Medium
3603,3603,58,Female,Skirt,Clothing,36.0,Wyoming,S,Magenta,Summer,3.3,False,Store Pickup,False,False,40,Debit Card,Quarterly,Middle Age,4,Medium
3604,3604,45,Female,Jeans,Clothing,51.0,Louisiana,M,Gold,Spring,2.7,False,Free Shipping,False,False,5,Cash,Weekly,Middle Age,52,Medium
3605,3605,63,Female,Hoodie,Clothing,86.0,Louisiana,M,Orange,Fall,3.3,False,Standard,False,False,17,Debit Card,Annually,Senior,1,High
3606,3606,68,Female,Jeans,Clothing,41.0,Alabama,M,Gold,Fall,4.3,False,Store Pickup,False,False,36,Bank Transfer,Every 3 Months,Senior,4,Medium
3607,3607,41,Female,Sandals,Footwear,90.0,Minnesota,XL,Purple,Fall,4.8,False,Express,False,False,41,Venmo,Annually,Middle Age,1,High
3608,3608,50,Female,Hat,Accessories,93.0,New Mexico,L,Charcoal,Fall,3.3,False,Standard,False,False,20,Venmo,Bi-Weekly,Middle Age,26,High
3609,3609,24,Female,Gloves,Accessories,56.0,Tennessee,M,Cyan,Fall,4.3,False,Next Day Air,False,False,2,Cash,Every 3 Months,Young Adult,4,Medium
3610,3610,21,Female,Socks,Clothing,39.0,New Mexico,M,Cyan,Summer,3.0,False,2-Day Shipping,False,False,31,Debit Card,Monthly,Young Adult,12,Medium
3611,3611,18,Female,Jacket,Outerwear,86.0,Texas,XL,Green,Fall,4.8,False,2-Day Shipping,False,False,23,Bank Transfer,Fortnightly,Young Adult,26,High
3612,3612,63,Female,T-shirt,Clothing,82.0,Washington,M,Silver,Spring,2.9,False,Standard,False,False,30,Credit Card,Annually,Senior,1,High
3613,3613,47,Female,Sandals,Footwear,29.0,Michigan,M,Teal,Summer,3.6,False,Standard,False,False,26,Cash,Every 3 Months,Middle Age,4,Low
3614,3614,58,Female,Hat,Accessories,27.0,Minnesota,M,Magenta,Fall,3.5,False,Store Pickup,False,False,40,Venmo,Annually,Middle Age,1,Low
3615,3615,46,Female,Gloves,Accessories,25.0,Delaware,L,Maroon,Spring,4.7,False,2-Day Shipping,False,False,19,Bank Transfer,Annually,Middle Age,1,Low
3616,3616,35,Female,Dress,Clothing,31.0,California,M,Gold,Winter,4.4,False,Free Shipping,False,False,4,Credit Card,Monthly,Adult,12,Medium
3617,3617,42,Female,Hoodie,Clothing,23.0,Wisconsin,L,Purple,Winter,3.3,False,Store Pickup,False,False,33,Debit Card,Fortnightly,Middle Age,26,Low
3618,3618,48,Female,Belt,Accessories,47.0,Kentucky,M,Lavender,Fall,4.3,False,Express,False,False,29,Debit Card,Monthly,Middle Age,12,Medium
3619,3619,28,Female,Gloves,Accessories,67.0,Nevada,M,Maroon,Fall,4.0,False,2-Day Shipping,False,False,47,PayPal,Bi-Weekly,Adult,26,Medium
3620,3620,44,Female,Scarf,Accessories,75.0,North Carolina,S,Magenta,Winter,4.9,False,2-Day Shipping,False,False,50,Venmo,Weekly,Middle Age,52,High
3621,3621,60,Female,Sandals,Footwear,82.0,Louisiana,M,Turquoise,Summer,2.9,False,Express,False,False,28,Credit Card,Fortnightly,Senior,26,High
3622,3622,38,Female,Sneakers,Footwear,32.0,New Jersey,XL,Silver,Summer,4.0,False,2-Day Shipping,False,False,5,Cash,Fortnightly,Adult,26,Medium
3623,3623,46,Female,Dress,Clothing,41.0,Wisconsin,M,Purple,Fall,4.3,False,Store Pickup,False,False,12,Credit Card,Annually,Middle Age,1,Medium
3624,3624,39,Female,Jewelry,Accessories,89.0,Arkansas,M,Violet,Winter,2.7,False,2-Day Shipping,False,False,4,PayPal,Weekly,Adult,52,High
3625,3625,22,Female,Hat,Accessories,82.0,Texas,XL,Peach,Fall,5.0,False,Store Pickup,False,False,22,Bank Transfer,Bi-Weekly,Young Adult,26,High
3626,3626,44,Female,Scarf,Accessories,99.0,Illinois,L,Green,Winter,4.4,False,Express,False,False,32,PayPal,Weekly,Middle Age,52,High
3627,3627,69,Female,Blouse,Clothing,98.0,Mississippi,L,Teal,Fall,3.5,False,Express,False,False,32,Venmo,Quarterly,Senior,4,High
3628,3628,39,Female,Belt,Accessories,54.0,Delaware,M,Silver,Winter,3.3,False,Next Day Air,False,False,48,Cash,Every 3 Months,Adult,4,Medium
3629,3629,53,Female,Blouse,Clothing,88.0,Georgia,L,Purple,Summer,3.8,False,Free Shipping,False,False,35,Credit Card,Monthly,Middle Age,12,High
3630,3630,52,Female,T-shirt,Clothing,43.0,Kansas,L,Lavender,Summer,4.5,False,Standard,False,False,44,Debit Card,Fortnightly,Middle Age,26,Medium
3631,3631,65,Female,Hat,Accessories,73.0,Oklahoma,M,Lavender,Winter,4.8,False,Store Pickup,False,False,29,Cash,Weekly,Senior,52,High
3632,3632,48,Female,Hat,Accessories,50.0,New Jersey,M,Peach,Fall,2.9,False,Store Pickup,False,False,26,Credit Card,Monthly,Middle Age,12,Medium
3633,3633,27,Female,Sneakers,Footwear,73.0,Utah,L,Green,Spring,3.2,False,Express,False,False,3,Debit Card,Quarterly,Adult,4,High
3634,3634,39,Female,Gloves,Accessories,51.0,Montana,M,Orange,Spring,2.8,False,Free Shipping,False,False,1,Bank Transfer,Bi-Weekly,Adult,26,Medium
3635,3635,59,Female,Socks,Clothing,22.0,Ohio,M,Pink,Winter,3.3,False,Standard,False,False,17,PayPal,Annually,Middle Age,1,Low
3636,3636,52,Female,Sandals,Footwear,32.0,Colorado,L,Cyan,Fall,3.3,False,Free Shipping,False,False,17,Credit Card,Fortnightly,Middle Age,26,Medium
3637,3637,50,Female,Sandals,Footwear,38.0,California,L,Lavender,Summer,4.2,False,2-Day Shipping,False,False,36,Cash,Weekly,Middle Age,52,Medium
3638,3638,32,Female,Boots,Footwear,66.0,Utah,L,Yellow,Winter,3.6,False,Express,False,False,32,Credit Card,Fortnightly,Adult,26,Medium
3639,3639,40,Female,Backpack,Accessories,20.0,Kansas,M,Olive,Spring,4.6,False,Express,False,False,50,PayPal,Bi-Weekly,Middle Age,26,Low
3640,3640,26,Female,Coat,Outerwear,44.0,Illinois,M,Brown,Summer,3.6,False,2-Day Shipping,False,False,39,Venmo,Annually,Adult,1,Medium
3641,3641,47,Female,Sunglasses,Accessories,31.0,Minnesota,L,Pink,Spring,4.0,False,Next Day Air,False,False,17,PayPal,Monthly,Middle Age,12,Medium
3642,3642,51,Female,Jacket,Outerwear,45.0,New York,M,Cyan,Fall,2.7,False,Free Shipping,False,False,39,Bank Transfer,Every 3 Months,Middle Age,4,Medium
3643,3643,47,Female,Dress,Clothing,71.0,Arizona,L,Maroon,Summer,4.4,False,Store Pickup,False,False,5,PayPal,Annually,Middle Age,1,High
3644,3644,53,Female,Scarf,Accessories,96.0,Tennessee,XL,Magenta,Fall,3.2,False,Standard,False,False,47,Debit Card,Annually,Middle Age,1,High
3645,3645,35,Female,Blouse,Clothing,32.0,Arkansas,M,Violet,Winter,2.6,False,Next Day Air,False,False,18,Venmo,Weekly,Adult,52,Medium
3646,3646,38,Female,Backpack,Accessories,90.0,Colorado,L,Silver,Summer,3.4,False,Free Shipping,False,False,31,Credit Card,Every 3 Months,Adult,4,High
3647,3647,69,Female,Jewelry,Accessories,68.0,Nevada,M,Maroon,Spring,5.0,False,2-Day Shipping,False,False,39,Debit Card,Fortnightly,Senior,26,Medium
3648,3648,47,Female,Shorts,Clothing,45.0,Kansas,M,Gray,Winter,2.9,False,Store Pickup,False,False,12,Bank Transfer,Weekly,Middle Age,52,Medium
3649,3649,31,Female,Skirt,Clothing,67.0,New York,M,White,Winter,5.0,False,Free Shipping,False,False,45,Cash,Bi-Weekly,Adult,26,Medium
3650,3650,68,Female,Skirt,Clothing,57.0,Minnesota,M,Brown,Fall,4.4,False,Standard,False,False,33,Credit Card,Fortnightly,Senior,26,Medium
3651,3651,51,Female,Jeans,Clothing,60.0,Ohio,M,Silver,Summer,3.5,False,2-Day Shipping,False,False,3,PayPal,Annually,Middle Age,1,Medium
3652,3652,20,Female,Handbag,Accessories,32.0,Arizona,M,Yellow,Spring,3.8,False,Express,False,False,5,Venmo,Every 3 Months,Young Adult,4,Medium
3653,3653,27,Female,Handbag,Accessories,29.0,Kentucky,S,Magenta,Fall,3.8,False,Store Pickup,False,False,23,Debit Card,Monthly,Adult,12,Low
